student_id,age,gender,residency,socioeconomic_status,parental_education,family_income,distance_to_university,study_hours_weekly,attendance_rate,library_usage,extracurricular_activities,internet_access,device_ownership,previous_grade,math_score,science_score,english_score,study_group_participation,scholarship_status,campus_housing,part_time_job,commute_time,sleep_hours,stress_level,course_load,faculty,year_of_study,mobile_money_usage,health_status,academic_performance,study_hours_binned,total_score
107,28,Female,Rural,Middle,Secondary,21754.64,58.1,21.7,0.518827266,1.2,Clubs,Yes,Smartphone,44.9,59.6,38.9,40.6,Yes,Partial,On-Campus,No,24.7,7,Low,14.9,Sciences,2nd,348.42,Fair,NA,High,46.36666666666667
108,26,Female,Urban,Low,Tertiary,40904.18,62.1,15.8,0.78458441,6.1,None,Yes,Laptop,47.6,98,78.7,72.7,Yes,None,On-Campus,No,69.3,5,Moderate,16.6,Business,2nd,124.37,Good,Excellent,Moderate,83.13333333333334
109,27,Female,Rural,Low,Primary,15103.97,22.6,11.8,0.931594338,7.3,Clubs,Yes,None,96.9,59.7,51.9,52.3,No,None,Off-Campus,Yes,28.7,7.8,High,12.8,Engineering,4th,4903.09,Good,Average,Moderate,54.63333333333333
110,21,Male,Urban,Middle,Primary,14179.92,64.1,10.6,0.793212124,5.4,Both,Yes,Both,66.5,67.6,93.9,75.4,Yes,None,Off-Campus,No,45,6.1,Low,14.2,Sciences,1st,5297.6,Fair,Good,Moderate,78.96666666666667
111,27,Other,Rural,Middle,Secondary,44222.24,44,15.4,0.80870379,4.4,None,No,Both,73.1,34,68.1,60.2,No,None,On-Campus,No,13.7,5.9,High,12.3,Education,4th,991.84,Fair,Poor,Moderate,54.1
112,21,Male,Urban,Low,Secondary,23677.26,34.8,20.4,0.816626361,8.5,None,No,Both,89.7,55.6,45.6,82.8,Yes,None,On-Campus,Yes,38.8,3.8,Moderate,15.1,Education,4th,2340.43,Fair,Poor,High,61.333333333333336
113,21,Female,Urban,High,Secondary,29875.01,57.2,11.4,0.711015572,-0.6,Sports,Yes,Both,88.9,53.1,60.1,80.7,No,None,Off-Campus,No,2.3,7.7,High,15.2,Business,4th,5252.02,Good,Average,Moderate,64.63333333333334
114,26,Female,Rural,Middle,Secondary,34921.93,30.2,19.7,0.585284309,5.5,None,Yes,Laptop,58.2,50,47.4,85.9,No,None,On-Campus,Yes,11.9,9.7,Low,16.2,Arts,4th,4076.94,Fair,Average,Moderate,61.1
115,29,Female,Rural,Low,Tertiary,13605.64,46.2,19.5,0.572206892,0.4,Clubs,Yes,Smartphone,62,64.6,65.5,46,No,None,On-Campus,No,52.6,7.9,High,15,Education,2nd,3698.55,Excellent,Good,Moderate,58.699999999999996
116,29,Female,Rural,Low,Primary,-12718.855,14.5,14.8,0.7481949566658948,7.4,Clubs,Yes,None,51,33.3,45.8,61.8,Yes,None,On-Campus,Yes,54.9,6.1,Low,13,Arts,2nd,1717.56,Excellent,NA,Moderate,46.96666666666666
117,26,Female,Rural,Low,Secondary,39399.08,29.1,23.9,0.584519617,4.7,None,No,Laptop,46.4,51.3,60.6,52.3,No,Partial,Off-Campus,Yes,29.4,7.7,Moderate,10.2,Arts,3rd,1838.93,Fair,Excellent,High,54.733333333333334
118,28,Male,Urban,High,None,18270.2,77.7,13.3,0.616260442,5.5,None,Yes,Laptop,91.7,52.2,58.4,66,No,Full,On-Campus,Yes,35.1,4.7,Low,18,Education,1st,55.05,Excellent,Poor,Moderate,58.86666666666667
119,26,Male,Rural,Low,Secondary,25308.745,59.3,10.3,0.769475539,10.3,None,Yes,Smartphone,54.5,30.2,54.1,63.4,No,Partial,On-Campus,Yes,2.3,9,Moderate,21.7,Engineering,1st,1791.98,Good,Average,Moderate,49.233333333333334
120,27,Male,Urban,Low,Primary,32128.85,56.8,13.9,0.873480005,10.4,Both,Yes,Smartphone,46.5,85.2,44.5,37,Yes,None,Off-Campus,Yes,61.3,3.4,High,15.3,Sciences,3rd,1795.8,Fair,Poor,Moderate,55.56666666666667
121,17,Male,Urban,Middle,None,50160,96,23.7,0.8465276,2.1,Clubs,Yes,None,69.7,48.5,60,43,No,Partial,On-Campus,Yes,36,7.5,Moderate,13.8,Arts,1st,6163.5,Good,Excellent,High,50.5
122,18,Female,Urban,Low,Tertiary,23685.59,57.9,10.4,0.785856202,5.2,Sports,Yes,Smartphone,89.7,31,45.5,68.8,No,None,On-Campus,No,7.2,9.6,Moderate,12.3,Engineering,1st,8348.68,Good,Poor,Moderate,48.43333333333333
123,19,Female,Urban,High,Tertiary,59032.75,4.2,8.9,0.925079339,9,None,Yes,None,85.6,75.6,99.5,93.6,Yes,None,Off-Campus,No,43.7,7.9,Low,16.3,Engineering,3rd,4378.58,Fair,Excellent,Low,89.56666666666666
124,26,Female,Rural,High,Primary,21476.13,35.9,7.1,0.989035156,1.1,Sports,Yes,Laptop,61.7,47.1,34.1,49.7,No,Partial,On-Campus,No,35.6,5.2,High,16.1,Arts,4th,2597.66,Good,Poor,Low,43.63333333333333
125,22,Female,Rural,Middle,Secondary,26855.22,29.6,10.7,0.90053185,5.4,Both,Yes,Smartphone,46.1,75.4,56,38.5,No,None,Off-Campus,No,4.7,8.6,High,19.1,Engineering,3rd,2084.61,Fair,Average,Moderate,56.63333333333333
126,27,Female,Urban,Low,Tertiary,29968.56,9,11.5,0.935640896,3.2,Clubs,Yes,Smartphone,47.3,52.1,59.4,50.6,Yes,None,On-Campus,No,36.7,8.1,Moderate,16.5,Education,1st,3215.14,Excellent,Good,Moderate,54.03333333333333
127,28,Female,Rural,Low,None,45205.09,85.7,21.8,0.593370586,4.4,None,Yes,Smartphone,79.2,27.6,51.2,36.5,Yes,None,On-Campus,Yes,24.2,5.3,Low,18.1,Education,4th,3558.31,Good,Good,High,38.43333333333334
128,24,Male,Rural,Low,Tertiary,15177.58,95,20.4,0.811458532,10.6,Both,Yes,Smartphone,56,59.6,82.4,66,Yes,None,Off-Campus,Yes,10.5,5.4,High,16.8,Engineering,3rd,1393.61,Fair,NA,High,69.33333333333334
129,23,Female,Urban,Middle,Secondary,25019.51,88.8,14.6,0.623944546,9.3,Sports,Yes,Both,48.4,56.8,60.2,45.7,Yes,Partial,On-Campus,No,34.3,6.8,Moderate,14.2,Engineering,4th,5932.69,Good,Average,Moderate,54.233333333333334
130,18,Female,Urban,Middle,Secondary,39933.83,64.1,19.5,0.625397165,3.8,Both,No,Smartphone,53,53.2,52.7,80.6,No,None,On-Campus,Yes,62,4.3,High,14.6,Education,2nd,2222.58,Excellent,Average,Moderate,62.166666666666664
131,29,Male,Urban,Middle,Tertiary,13369.86,94.5,17.5,0.961635294,6.3,Both,Yes,Both,79.8,64.1,62.4,50.6,No,Full,Off-Campus,Yes,13.9,7,Moderate,13.5,Arts,4th,4660.14,Excellent,Excellent,Moderate,59.03333333333333
132,21,Male,Urban,Low,Secondary,23340.06,62.7,14.4,0.632762781,10.3,Sports,No,Both,64.9,77.7,48.5,73.4,Yes,None,On-Campus,No,44.1,10,Low,16,Sciences,4th,6156.38,Fair,Good,Moderate,66.53333333333333
133,29,Male,Urban,Middle,Primary,15399.17,32.3,10.3,0.606882642,-0.8,None,Yes,Both,55.7,57.5,68.4,65.5,No,Full,Off-Campus,No,32.8,9,Low,15.6,Sciences,3rd,4600.07,Fair,Poor,Moderate,63.800000000000004
134,26,Male,Urban,Middle,Primary,18838.44,72.4,11.6,0.889859021,6.8,None,Yes,Smartphone,92.4,59.6,28.3,38.2,Yes,None,On-Campus,Yes,38.9,7.4,High,13.3,Arts,2nd,935.63,Good,NA,Moderate,42.03333333333333
135,18,Female,Urban,Low,Secondary,40634.35,45.7,9.1,0.802205511,4,Both,No,Both,91.2,44.3,75.1,108.4,Yes,None,On-Campus,No,16.2,7.2,High,20.4,Business,3rd,-3109.37,Good,Average,Low,75.93333333333334
136,26,Other,Rural,Middle,Primary,47057.71,7,18.3,0.519434256,5,Both,Yes,Smartphone,72.7,70,42.8,62,Yes,None,Off-Campus,No,8.2,10.2,Low,17.7,Education,1st,6084.96,Good,Good,Moderate,58.266666666666666
137,21,Male,Urban,Low,Primary,3779.41,79,15.7,0.819436566,10.4,Sports,Yes,None,79.1,56,78.6,84.7,No,None,On-Campus,No,33.3,7.3,Moderate,15.4,Engineering,2nd,1208.87,Excellent,Excellent,Moderate,73.1
138,29,Female,Urban,Middle,Secondary,35666.64,86.7,13.3,0.576029277,8.9,Clubs,Yes,Smartphone,54.4,48.9,61,52.2,Yes,Partial,Off-Campus,No,13.1,9.9,High,18.6,Sciences,1st,2505.58,Good,Poor,Moderate,54.03333333333333
139,20,Male,Rural,Middle,Secondary,16767.26,49.9,18.1,0.76548545,8.5,Both,Yes,Laptop,58.3,58.2,43.4,52.1,No,Partial,Off-Campus,No,17.5,6.1,Low,12,Sciences,3rd,3031.02,Excellent,Excellent,Moderate,51.233333333333334
140,29,Male,Rural,Low,Secondary,48611.79,16.3,21.4,0.719473795,6.3,Both,Yes,None,76.3,64,66.9,63.2,Yes,None,Off-Campus,No,43.1,3.7,High,14.6,Sciences,3rd,2737.38,Excellent,Excellent,High,64.7
141,23,Male,Urban,Low,Secondary,34061.42,83.9,14,0.777717669,6.9,None,No,None,41.9,39.7,44.7,54.1,Yes,None,On-Campus,No,46.6,9.9,High,16.7,Engineering,1st,2300.14,Good,Poor,Moderate,46.16666666666667
142,20,Male,Urban,Low,Primary,60258.13,25.7,11.2,0.957314677,3.9,Both,No,Laptop,67,56.8,54.7,57.1,No,None,On-Campus,No,41.6,5.1,Moderate,19.4,Education,1st,-1300.26,Excellent,Good,Moderate,56.2
143,23,Male,Rural,Low,None,24049.37,19.4,16,0.626770045,5,Clubs,Yes,None,58.7,52.5,46.3,62.7,Yes,None,On-Campus,Yes,32,6.8,Moderate,16.5,Business,3rd,4001.64,Fair,Poor,Moderate,53.833333333333336
144,23,Female,Urban,Middle,Tertiary,38864.88,87.9,17.1,0.876886351,7.8,Clubs,Yes,Laptop,43.8,59.6,82.1,67.2,No,None,On-Campus,Yes,42.1,4.5,Low,14.8,Education,2nd,7318.19,Good,Excellent,Moderate,69.63333333333333
145,18,Male,Urban,Low,Secondary,15372.32,11.5,19.6,0.97096147,4.2,Clubs,Yes,Both,60.7,79.4,40.5,72.2,No,Partial,On-Campus,No,56.7,7.2,Low,13.2,Sciences,2nd,3975.3,Fair,Excellent,Moderate,64.03333333333333
146,25,Male,Rural,Low,None,26490.62,51.7,19,0.690621936,3.1,Sports,Yes,None,82.5,40.3,66.3,85,Yes,None,Off-Campus,No,28.1,7.8,Moderate,9.8,Education,4th,2446.98,Excellent,Excellent,Moderate,63.86666666666667
147,29,Female,Urban,Low,Tertiary,14715.83,0.7,8.6,0.703649706,9.4,Clubs,Yes,Laptop,65,36.9,59.1,66.6,No,None,On-Campus,Yes,31.5,9.3,Moderate,17.2,Engineering,3rd,3459.51,Fair,Average,Low,54.199999999999996
148,30,Male,Rural,Middle,Primary,-9220.9,28.2,26.3,0.503494211,10.3,Clubs,Yes,Both,61.3,40.2,58.3,57.7,No,Partial,On-Campus,Yes,36.8,8.9,High,11,Business,3rd,7025.5,Excellent,Good,High,52.06666666666667
149,23,Male,Rural,Low,Tertiary,47079.74,23.8,17.7,0.578994969,7,None,No,None,59.6,82,70.9,56.3,Yes,None,Off-Campus,Yes,41.3,4.2,Low,15,Engineering,2nd,3001.77,Excellent,Good,Moderate,69.73333333333333
150,29,Male,Urban,Middle,Secondary,30073.23,88.1,12.3,0.7481949566658948,5.3,Clubs,Yes,Both,49.2,52.7,93.2,65.3,Yes,Partial,Off-Campus,No,22.5,5.8,Moderate,18.2,Business,3rd,5480.54,Excellent,NA,Moderate,70.4
151,25,Male,Urban,High,Primary,12069.98,70,14.5,0.834347027,7.4,Sports,Yes,Smartphone,53.3,56.8,74,70.9,Yes,Full,Off-Campus,No,19.7,4.8,High,14.1,Sciences,1st,2856.71,Fair,Poor,Moderate,67.23333333333333
152,29,Male,Urban,Middle,Secondary,49108.57,14.1,17.8,0.896665405,-0.5,Sports,Yes,None,79.2,58.6,68.1,55.1,No,Partial,Off-Campus,No,29.7,7.6,Low,16.7,Business,2nd,4043.38,Excellent,Excellent,Moderate,60.6
153,23,Male,Urban,Low,None,25908.98,56.5,12.8,0.960330729,4.7,None,Yes,Both,97.2,83.7,53.4,90.1,Yes,None,Off-Campus,No,10.8,6,Low,18,Business,2nd,484.52,Excellent,Excellent,Moderate,75.73333333333333
154,19,Male,Urban,Low,Tertiary,44523.89,54,16.4,0.797036009,2.5,Both,Yes,Smartphone,74.4,40.7,73.5,55.9,No,None,On-Campus,Yes,14.8,4.4,Moderate,19.5,Education,3rd,1927.67,Fair,Excellent,Moderate,56.7
155,20,Male,Urban,Low,Primary,22616.1,54.8,15.2,0.763714991,4.9,None,Yes,Smartphone,52,65.2,60.6,29.2,No,None,Off-Campus,No,45.3,7,Moderate,12.1,Education,1st,2390.39,Good,Poor,Moderate,51.66666666666667
156,30,Male,Rural,Middle,Secondary,29447.27,13.7,23.9,0.557963359,2.3,Both,Yes,Both,77.2,86.8,76.5,53.9,No,Full,On-Campus,Yes,33.3,8.5,Low,14.8,Sciences,4th,3862.35,Fair,Excellent,High,72.4
157,19,Female,Urban,Middle,Primary,20724.25,96.3,15.6,0.7481949566658948,5.3,Sports,Yes,Smartphone,81.8,71.4,62.9,67.6,Yes,None,Off-Campus,No,49.3,7.2,Moderate,19.9,Education,1st,6037.9,Good,NA,Moderate,67.3
158,26,Female,Rural,Low,Secondary,26009.81,72.5,25.7,0.51178307,3.6,Sports,Yes,Smartphone,81.8,75.7,52.4,82.6,No,None,On-Campus,No,28.6,8.6,Moderate,14.8,Arts,1st,196.5,Excellent,Excellent,High,70.23333333333333
159,25,Male,Rural,Middle,Secondary,20341.32,43.8,9.3,0.504037946,4,Clubs,Yes,Smartphone,48.6,50.9,71.6,61,No,None,On-Campus,No,12.2,6.1,Moderate,12.6,Sciences,1st,-776.6,Excellent,Average,Low,61.166666666666664
160,25,Female,Urban,Middle,Secondary,11146.56,11.6,12.1,0.613922498,5.4,Both,Yes,Both,87.4,65.5,54.8,43.7,Yes,Partial,On-Campus,No,22,6.6,Moderate,10.5,Education,3rd,3546.57,Good,Average,Moderate,54.666666666666664
161,19,Female,Rural,High,Primary,42180.53,29.8,14.6,0.615038802,6.7,None,Yes,None,67.2,97.3,69.2,66,No,None,Off-Campus,Yes,26.4,5.7,Low,8.4,Arts,4th,1404.68,Good,Excellent,Moderate,77.5
162,26,Other,Urban,Middle,Primary,24116.66,86.4,8.3,0.627139345,7.6,Both,No,Laptop,98.3,43.5,62.2,65.9,Yes,Partial,On-Campus,No,31.1,10.4,Low,10.7,Sciences,1st,495.53,Fair,Poor,Low,57.2
163,21,Female,Urban,Low,Primary,6065.09,6.7,10.1,0.894214188,5.2,Sports,Yes,Both,80.2,51.7,35.6,61.5,Yes,Full,Off-Campus,No,36.9,5.4,High,16.6,Sciences,1st,4084.92,Fair,Poor,Moderate,49.6
164,24,Female,Rural,Low,Secondary,32321.44,8.6,5.3,0.572282157,1.4,Clubs,Yes,Smartphone,53.1,54.6,31,38.9,No,Partial,Off-Campus,No,57.8,8.2,High,17.4,Business,1st,907.28,Good,Poor,Low,41.5
165,30,Other,Urban,High,Tertiary,18334.94,97.8,9.2,0.550869011,5,None,Yes,Both,91.9,76,51.2,61.9,Yes,None,Off-Campus,No,56,8.7,Low,14.8,Business,2nd,6107.61,Excellent,Poor,Low,63.03333333333333
166,18,Female,Urban,Low,Primary,5728.49,92,23.4,0.725722879,3.6,Sports,Yes,Laptop,91.9,62.1,53.5,85.6,No,Partial,Off-Campus,Yes,14.1,7.4,Moderate,17.5,Engineering,1st,9121.17,Excellent,Excellent,High,67.06666666666666
167,24,Male,Urban,High,Secondary,43468.37,35.6,11.8,0.78657456,8.4,Sports,Yes,Laptop,97.1,74.1,75.3,21.3,Yes,Partial,Off-Campus,No,15.2,7.3,Moderate,19.4,Education,3rd,715.88,Good,Average,Moderate,56.9
168,22,Female,Urban,Low,Secondary,26768.69,91.1,13.8,0.763528912,3.4,Both,Yes,Both,53.4,48.1,65.8,69.6,Yes,Partial,On-Campus,No,26.3,7.7,High,13.1,Education,3rd,1356.72,Fair,Average,Moderate,61.166666666666664
169,27,Female,Rural,Low,Tertiary,10648.07,38.9,7.5,0.51334655,6,Sports,Yes,Both,96.7,51.6,60.3,39.9,Yes,None,On-Campus,Yes,26.7,7.5,High,13.2,Engineering,3rd,1580.58,Excellent,Poor,Low,50.6
170,30,Female,Rural,Middle,Secondary,14084.23,58.1,18,0.725361267,3.2,Clubs,No,Both,77.7,64.6,65.5,67.8,Yes,None,On-Campus,No,24.6,8.1,High,18.2,Business,2nd,1096.22,Fair,Poor,Moderate,65.96666666666667
171,27,Male,Rural,Middle,Tertiary,25308.745,73.4,21.6,0.712381694,8.5,None,Yes,Both,92.5,51.6,56.6,52.3,No,Full,Off-Campus,No,22.6,9.1,Moderate,11.2,Business,4th,3446.19,Good,Average,High,53.5
172,24,Female,Rural,High,Primary,6622.44,17.8,16.6,0.93852,5.1,Clubs,Yes,None,70.8,41.4,50.8,51.4,Yes,None,Off-Campus,No,47.7,8,High,18,Business,3rd,4504.9,Good,Average,Moderate,47.86666666666667
173,18,Female,Rural,Middle,Secondary,36136.87,14.1,10.9,0.952756401,5.9,Sports,Yes,Laptop,92.1,57,84.6,59.8,No,Full,Off-Campus,No,16.8,7.8,Low,10.2,Business,4th,636.68,Good,Excellent,Moderate,67.13333333333333
174,19,Female,Urban,Middle,Secondary,15258.33,22.2,12.1,0.813484108,5.9,Clubs,Yes,Smartphone,81.8,61.8,74.3,41.9,Yes,Partial,On-Campus,No,33.6,2.7,Low,13.7,Education,4th,6076.26,Fair,Excellent,Moderate,59.33333333333333
175,28,Male,Urban,Middle,Primary,11873.9,32.8,12.3,0.821769496,4.9,Clubs,Yes,None,58.1,63.7,45.7,47,Yes,None,On-Campus,Yes,53.4,8.6,Low,17.5,Business,3rd,4618.19,Excellent,Average,Moderate,52.13333333333333
176,23,Male,Urban,Middle,Secondary,29582.1,7.3,14.7,0.662904781,4.4,Clubs,No,Smartphone,55.2,78.4,73.1,75.1,No,None,Off-Campus,Yes,37.5,5.4,Moderate,13.9,Engineering,2nd,1807.45,Fair,Good,Moderate,75.53333333333333
177,24,Female,Urban,Low,Secondary,38086.4,51.5,13.5,0.795658072,10.7,Both,Yes,Both,65.8,46.2,57.1,49.3,No,None,Off-Campus,No,43,6.3,Moderate,14.1,Arts,2nd,6676.39,Fair,Good,Moderate,50.86666666666667
178,27,Female,Urban,Low,Secondary,32452.73,84.8,25,0.813673513,5.4,Both,Yes,None,87.1,47.8,73.3,50.7,No,None,Off-Campus,No,31,5.3,High,21.9,Education,1st,2388.62,Fair,Good,High,57.266666666666666
179,22,Female,Urban,Low,Primary,2493.28,24.8,4,0.558379213,5.1,Clubs,Yes,Laptop,42.9,60.5,74.3,65.5,No,None,Off-Campus,Yes,36,6.7,Moderate,16,Education,4th,3454.37,Good,Average,Low,66.76666666666667
180,29,Female,Rural,Low,Secondary,9307.34,82.4,9,0.7481949566658948,1.9,Both,Yes,Smartphone,73.2,59.6,55.8,70.4,Yes,None,Off-Campus,No,19.8,5.8,High,15.7,Sciences,2nd,2598.91,Good,NA,Low,61.93333333333334
181,21,Male,Urban,Middle,Primary,14652.01,33.7,18.4,0.604266827,2.5,None,Yes,Both,68.7,32.7,87,81.9,Yes,Partial,On-Campus,No,7.5,9.4,High,15.6,Arts,3rd,2872.89,Good,Average,Moderate,67.2
182,28,Female,Rural,Middle,Tertiary,14746.28,92.2,18.1,0.883948156,2.7,Both,Yes,Laptop,45.4,65.5,74,82.3,Yes,None,Off-Campus,No,11.2,9.2,High,11.8,Engineering,4th,2962.43,Excellent,Good,Moderate,73.93333333333334
183,20,Female,Urban,Middle,Primary,33890.59,76.2,14.4,0.651625763,2,None,Yes,Laptop,67.7,62.8,77.5,68,No,None,On-Campus,Yes,27.2,5.8,Low,15,Sciences,2nd,3477.12,Excellent,Good,Moderate,69.43333333333334
184,18,Male,Urban,Low,Secondary,41443.76,81.9,16.8,0.533170008,0.6,Both,Yes,Both,95.3,57,82.3,62.9,No,None,On-Campus,No,20.7,8.4,Moderate,12.3,Arts,4th,334.29,Good,Good,Moderate,67.4
185,29,Male,Urban,Middle,Primary,38591.2,46.8,17.6,0.828242936,1.3,Clubs,Yes,Smartphone,51.7,83,46.4,54.3,No,Partial,On-Campus,No,48.8,6.6,Moderate,12.5,Education,3rd,3441.04,Good,Good,Moderate,61.233333333333334
186,27,Other,Rural,Middle,Tertiary,25308.745,3.9,17.8,0.77194784,2.5,Sports,Yes,Smartphone,100,49.9,63.1,49.1,Yes,Partial,Off-Campus,No,25.6,7.6,Moderate,15.3,Sciences,3rd,-851.4,Fair,Good,Moderate,54.03333333333333
187,29,Female,Rural,Low,Primary,14365.33,80.2,19.6,0.618169405,5,Both,Yes,Both,98.8,67.5,46.8,39.5,Yes,None,Off-Campus,No,37.4,5.1,High,15.1,Business,1st,2224.71,Fair,Average,Moderate,51.266666666666666
188,26,Female,Urban,High,Tertiary,6474.36,88.2,19.8,0.680644221,3.2,Clubs,No,Smartphone,49.5,64.5,41.2,37.3,Yes,None,On-Campus,No,25.2,7.3,Moderate,19.1,Sciences,3rd,3415.48,Excellent,Good,Moderate,47.666666666666664
189,20,Female,Rural,Middle,Tertiary,18270.36,27.4,9.7,0.517428281,4.2,Both,Yes,Both,80.4,73.3,57.9,83.2,Yes,Partial,On-Campus,Yes,32,7.7,Low,16.8,Business,4th,2276.92,Good,Average,Low,71.46666666666667
190,19,Male,Rural,Middle,Primary,25308.745,15.1,17.4,0.921588108,9.2,Both,Yes,Laptop,47.4,49,30,81.5,Yes,None,Off-Campus,No,-9.9,9.9,Low,11.6,Business,2nd,4981.08,Fair,Good,Moderate,53.5
191,23,Male,Rural,Middle,Primary,28160.63,26.5,15.6,0.520196125,5.7,Clubs,Yes,Laptop,74.1,55.5,43.7,70.6,Yes,None,On-Campus,Yes,18.9,7.4,Low,16.3,Engineering,2nd,2140.03,Good,Good,Moderate,56.6
192,21,Female,Urban,Middle,Secondary,9924.81,8.1,10.4,0.938064835,5.1,Both,Yes,Laptop,74.8,52.4,16.6,84,No,None,On-Campus,No,18,8.7,High,13.3,Business,2nd,6285.54,Excellent,Poor,Moderate,51
193,27,Male,Urban,Low,Secondary,25308.745,58.4,14.9,0.984725773,12.8,Both,No,Smartphone,69.2,80.5,55.4,57.7,Yes,Partial,Off-Campus,No,56.1,5.9,High,13.7,Business,3rd,3681.84,Excellent,Average,Moderate,64.53333333333333
194,22,Female,Urban,Low,Primary,37951.81,62,8.2,0.628325108,-3.1,Both,Yes,Both,55.8,48.9,71.6,51.1,No,Partial,On-Campus,No,-3.5,7.1,Low,10.6,Business,4th,2876.51,Fair,Poor,Low,57.199999999999996
195,26,Male,Rural,Middle,None,25308.745,49.5,12.8,0.970790085,2.7,Sports,Yes,None,96.9,47.7,57.5,67.8,No,None,On-Campus,No,26.1,6.5,High,16.3,Engineering,3rd,2904.47,Excellent,Average,Moderate,57.666666666666664
196,18,Male,Rural,Low,Secondary,53720.55,15.4,9.1,0.974680122,1.7,None,No,Laptop,74.5,46,42.4,47.3,Yes,Full,Off-Campus,No,17.4,7,Low,16.8,Sciences,2nd,2146.02,Fair,Poor,Low,45.233333333333334
197,28,Female,Urban,Low,Tertiary,33698.85,30.9,11.9,0.52804004,3.5,None,Yes,None,99.7,50.8,46.2,35.5,No,None,On-Campus,No,24.5,5.5,High,12.1,Engineering,1st,-824.83,Good,Poor,Moderate,44.166666666666664
198,28,Male,Rural,Middle,Primary,20767.86,72.8,11.1,0.997326824,6.1,Sports,No,Both,76.6,46.9,62.9,30.6,Yes,Partial,Off-Campus,Yes,54.7,6.2,Moderate,17.5,Business,2nd,580.95,Excellent,Poor,Moderate,46.8
199,23,Male,Rural,Middle,Tertiary,26667.87,88,15.5,0.815370304,8.8,Clubs,Yes,Smartphone,74.5,89.6,63.8,53.6,Yes,Full,On-Campus,No,24.3,9.9,High,16.9,Engineering,4th,4884.87,Fair,Good,Moderate,69
200,24,Male,Urban,Middle,Secondary,36257.23,42,7.8,0.990190736,8.3,None,Yes,Laptop,71.4,36.4,61.3,61.7,No,Full,Off-Campus,No,22.5,8.9,Low,15.6,Arts,2nd,5663.51,Fair,Average,Low,53.13333333333333
201,24,Female,Urban,Middle,None,34948.39,31.2,23.7,0.593704763,2.4,None,Yes,Both,81.7,47.6,68.8,46.9,Yes,None,On-Campus,No,10.7,4.5,Low,16.5,Education,2nd,3822.64,Fair,Good,High,54.43333333333333
202,26,Female,Urban,Middle,Primary,30323.09,33.8,13.1,0.840009984,1.8,None,Yes,Smartphone,45.7,59.9,56,50.2,No,None,On-Campus,Yes,12.2,7.1,Low,12.6,Business,3rd,1376.33,Excellent,Good,Moderate,55.36666666666667
203,28,Female,Urban,Low,Tertiary,38433.45,86.1,19.5,0.996044749,9,Clubs,Yes,Laptop,54.2,56.4,58.4,68.7,No,Partial,On-Campus,No,16.8,6.5,Low,16,Sciences,1st,4119.89,Good,Excellent,Moderate,61.166666666666664
204,18,Other,Urban,Low,Tertiary,13831.19,5.6,13.3,0.566872336,3.6,Sports,No,Laptop,76.2,91.3,53.6,75.2,Yes,None,On-Campus,Yes,21.2,8.5,High,14.7,Arts,3rd,2806.19,Good,Poor,Moderate,73.36666666666667
205,23,Male,Urban,Middle,Primary,18449.6,1.7,11.3,0.7481949566658948,2.7,None,Yes,Both,68.7,52,61.7,72,No,None,On-Campus,No,41.6,7.3,Low,13.2,Arts,4th,882.02,Fair,NA,Moderate,61.9
206,19,Female,Urban,High,Tertiary,49891.91,42,11.1,0.587703753,10.3,None,Yes,Smartphone,52.5,64,56.2,59.8,No,Partial,Off-Campus,No,34.3,6.3,Low,8.8,Education,2nd,873.5,Fair,Good,Moderate,60
207,24,Male,Rural,Middle,Secondary,10019.29,55.4,15.8,0.907614829,2.7,None,Yes,Both,45.5,64,58.8,71.3,No,Full,Off-Campus,Yes,35,6.5,High,13.7,Education,3rd,3905.28,Excellent,Good,Moderate,64.7
208,25,Female,Rural,Low,Secondary,32144.1,18.7,22.7,0.543046207,6.8,None,Yes,Laptop,84.8,49.9,55.9,66.5,Yes,None,On-Campus,No,38.3,5.2,Moderate,14.4,Sciences,4th,1872.31,Fair,Good,High,57.43333333333333
209,18,Male,Urban,Middle,Secondary,29815.41,84.6,13.6,0.583271261,13.6,None,No,Laptop,99.7,43.8,80.2,53.2,Yes,None,On-Campus,Yes,26,8.1,Moderate,15.6,Engineering,3rd,3013.58,Fair,Poor,Moderate,59.06666666666667
210,20,Female,Urban,Middle,Tertiary,10728.88,2.2,18.9,0.723315744,6.4,Both,Yes,Smartphone,84.4,16.8,67.3,52.1,No,Partial,Off-Campus,No,23.7,4.4,Low,14,Business,1st,1277.63,Fair,Average,Moderate,45.4
211,28,Male,Urban,Middle,Tertiary,4102.06,27.3,12,0.512555031,6,Clubs,No,Smartphone,49.6,29.8,88.7,50.4,Yes,None,Off-Campus,No,54.5,5.6,Low,13.8,Engineering,2nd,-969.32,Excellent,Average,Moderate,56.3
212,19,Female,Urban,Middle,Primary,30477.44,76.4,10,0.975824511,0.8,Clubs,Yes,Smartphone,80.9,21.1,33,57.5,Yes,None,On-Campus,Yes,23.7,6.8,Low,17.3,Business,4th,3949.48,Fair,Average,Low,37.2
213,18,Female,Rural,Low,Secondary,24295.45,59.1,6.2,0.673143206,7.4,Clubs,Yes,Smartphone,42,75.6,43.7,52.9,No,None,Off-Campus,No,45.8,5.8,Moderate,14.9,Sciences,4th,2407.21,Good,Poor,Low,57.4
